Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
24,Male,Bachelors,Data Analyst/Scientist,1,90000,China,Korean
24,Female,High School,Customer Service/Receptionist,0,25000,USA,White
42,Male,Masters,Manager/Director/VP,14,180000,USA,White
34,Male,Masters,Software/Developer,8,90000,Australia,White
26,Female,Bachelors,Software/Developer,2,35000,Australia,White
42,Male,PhD,Other,14,175000,China,Korean
33,Male,Bachelors,Manager/Director/VP,7,96000,China,White
32,Male,Masters,Manager/Director/VP,7,110000,Canada,White
44,Female,PhD,Manager/Director/VP,14,140000,Australia,White
38,Male,Masters,Manager/Director/VP,14,195000,USA,Asian
34,Male,Masters,Data Analyst/Scientist,9,125000,Australia,Asian
25,Male,Bachelors,Manager/Director/VP,1,60000,UK,Asian
28,Female,Bachelors,Software/Developer,2,36000,Canada,White
31,Male,Bachelors,Software/Developer,9,180000,Australia,Asian
29,Male,Bachelors,Software/Developer,5,80000,Australia,Australian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,USA,Hispanic
46,Female,Masters,Manager/Director/VP,14,140000,China,Korean
36,Female,Bachelors,Marketing/Social Media,8,85000,USA,African American
33,Female,Masters,Other,11,129686,USA,White
42,Male,PhD,Manager/Director/VP,14,130000,China,Korean
31,Male,PhD,Manager/Director/VP,7,90000,UK,Welsh
33,Female,Bachelors,Other,6,115000,Australia,Asian
31,Male,Masters,Other,7,135000,Australia,Asian
34,Male,Masters,Data Analyst/Scientist,9,125000,Canada,Black
25,Female,Bachelors,Data Analyst/Scientist,2,110000,Australia,White
24,Male,Bachelors,Software/Developer,2,55000,Canada,Asian
30,Female,High School,Sales,1,25000,UK,White
26,Male,Bachelors,Data Analyst/Scientist,3,110000,Australia,White
30,Female,Masters,Software/Developer,5,105000,Canada,White
43,Male,PhD,Data Analyst/Scientist,16,160000,USA,White
31,Male,Bachelors,Software/Developer,4,65000,China,Chinese
30,Male,Bachelors,Manager/Director/VP,5,70000,Australia,Australian
32,Female,Masters,Manager/Director/VP,6,77000,Canada,Black
25,Male,Bachelors,Manager/Director/VP,1,60000,Australia,Australian
25,Female,Bachelors,Software/Developer,1,40000,Canada,White
24,Female,Bachelors,Software/Developer,2,55000,USA,African American
27,Male,PhD,Data Analyst/Scientist,2,115000,UK,Mixed
30,Male,High School,HR/Human Resources,2,33000,Australia,Asian
34,Male,Bachelors,Manager/Director/VP,9,185000,UK,Mixed
37,Male,PhD,Manager/Director/VP,11,115000,Canada,Asian
39,Female,Bachelors,Other,12,65000,USA,African American
29,Male,Bachelors,Data Analyst/Scientist,4,70000,China,Chinese
27,Female,Bachelors,Product/Designer,2,50000,USA,Hispanic
31,Male,Bachelors,Manager/Director/VP,5,70000,China,Chinese
50,Male,Bachelors,Other,25,250000,Canada,Asian
35,Male,Bachelors,Software/Developer,8,140000,Canada,Black
29,Female,Masters,Data Analyst/Scientist,6,180000,USA,African American
24,Female,High School,Sales,1,30000,Canada,Black
27,Male,Bachelors,Software/Developer,3,80000,Australia,White
42,Male,Masters,Software/Developer,13,170000,Australia,Asian
31,Male,Bachelors,Manager/Director/VP,9,140000,China,White
37,Male,Bachelors,Data Analyst/Scientist,11,160000,Australia,White
48,Male,PhD,Data Analyst/Scientist,18,210000,USA,White
54,Male,PhD,Software/Developer,16,190000,UK,Mixed
25,Female,Bachelors,Data Analyst/Scientist,2,90000,UK,Asian
45,Male,PhD,Software/Developer,16,185000,USA,Asian
31,Female,Bachelors,Other,5,45000,Australia,Asian
26,Male,Bachelors,HR/Human Resources,2,38000,USA,White
46,Female,Bachelors,Software/Developer,18,155795,Canada,Asian
25,Female,Bachelors,Software/Developer,1,35000,USA,Hispanic
32,Male,Masters,Software/Developer,6,130000,China,Korean
45,Female,Bachelors,Other,22,171468,China,Korean
34,Male,Bachelors,Manager/Director/VP,8,101000,USA,White
27,Female,Bachelors,Product/Designer,2,50000,USA,Hispanic
42,Male,Bachelors,Software/Developer,12,160000,UK,Mixed
32,Male,Bachelors,Software/Developer,8,180000,Australia,Australian
32,Male,Masters,Manager/Director/VP,7,110000,Australia,Asian
30,Female,PhD,Data Analyst/Scientist,7,185000,UK,White
43,Male,Masters,Other,20,167924,Australia,Australian
28,Female,Bachelors,Software/Developer,5,160000,USA,Asian
27,Female,Bachelors,Software/Developer,2,36000,Australia,Australian
28,Male,Bachelors,Manager/Director/VP,2,40000,USA,Hispanic
37,Male,Bachelors,Data Analyst/Scientist,11,160000,USA,African American
36,Male,Bachelors,Data Analyst/Scientist,11,150000,China,Chinese
46,Female,Masters,Manager/Director/VP,17,170000,USA,Hispanic
31,Female,PhD,Data Analyst/Scientist,8,140000,Canada,Black
37,Male,PhD,Manager/Director/VP,11,115000,Canada,Black
30,Male,Bachelors,Software/Developer,5,100000,Canada,Asian
26,Male,Masters,Other,4,89843,Australia,Asian
32,Male,Bachelors,Manager/Director/VP,6,72000,UK,White
21,Female,High School,Sales,0,25000,China,Chinese
44,Male,PhD,Data Analyst/Scientist,16,160000,Canada,White
24,Male,Bachelors,Data Analyst/Scientist,1,90000,UK,White
27,Male,PhD,Manager/Director/VP,4,55000,China,Korean
33,Female,Masters,Manager/Director/VP,11,198000,Canada,White
31,Female,PhD,Data Analyst/Scientist,8,140000,Canada,Black
45,Male,PhD,Data Analyst/Scientist,19,190000,China,Korean
30,Male,Masters,Manager/Director/VP,7,120000,Australia,Australian
23,Male,Bachelors,Software/Developer,1,60000,Australia,Australian
26,Male,High School,Sales,1,26000,Canada,Black
32,Female,PhD,Data Analyst/Scientist,9,145000,China,White
49,Female,PhD,Other,17,195000,UK,Welsh
28,Male,Masters,Sales,2,40000,USA,Asian
45,Male,Masters,Manager/Director/VP,20,204000,China,Chinese
31,Male,Bachelors,Manager/Director/VP,8,190000,China,Korean
27,Male,Bachelors,Software/Developer,5,150000,UK,Asian
29,Female,High School,Sales,1,25000,Australia,Australian
44,Female,PhD,Software/Developer,18,162454,UK,Welsh
29,Male,Bachelors,Software/Developer,4,80000,Australia,Australian
49,Male,PhD,Software/Developer,15,185000,China,White
32,Male,Bachelors,Software/Developer,8,190000,China,White
36,Female,PhD,Data Analyst/Scientist,12,170000,UK,White
26,Male,High School,Sales,1,26000,Australia,White
26,Male,Bachelors,Software/Developer,2,60000,Australia,Asian
35,Female,PhD,Manager/Director/VP,8,80000,Canada,Asian
26,Female,Masters,Software/Developer,1,55000,Canada,Asian
31,Female,Masters,Manager/Director/VP,8,120000,USA,Asian
27,Female,Bachelors,Software/Developer,3,61000,USA,African American
28,Male,PhD,Manager/Director/VP,4,55000,Canada,White
38,Female,PhD,Data Analyst/Scientist,12,140000,Australia,White
25,Male,Bachelors,Manager/Director/VP,1,55000,Canada,Black
36,Female,Masters,Software/Developer,13,140010,China,White
24,Female,High School,Customer Service/Receptionist,0,25000,Australia,Asian
45,Female,PhD,Manager/Director/VP,12,120000,Australia,Australian
49,Male,PhD,Other,17,195000,China,Korean
54,Male,PhD,Software/Developer,17,195000,UK,Mixed
31,Male,Bachelors,Manager/Director/VP,5,70000,Australia,Asian
38,Male,Bachelors,Software/Developer,14,136449,UK,White
38,Male,Bachelors,Manager/Director/VP,11,119000,Australia,Asian
30,Female,Bachelors,Marketing/Social Media,5,90000,Canada,Asian
31,Male,Bachelors,Software/Developer,6,85000,China,Chinese
44,Male,PhD,Data Analyst/Scientist,15,180000,UK,Welsh
23,Male,High School,Sales,1,26000,Australia,Asian
38,Male,Bachelors,Manager/Director/VP,11,119000,China,White
28,Female,PhD,Manager/Director/VP,6,105000,Canada,Black
28,Male,Bachelors,Product/Designer,3,60000,Canada,Asian
24,Female,Bachelors,Sales,1,35000,China,Chinese
30,Female,Bachelors,Marketing/Social Media,5,90000,USA,African American
27,Male,Bachelors,Software/Developer,3,80000,UK,White
40,Female,Bachelors,HR/Human Resources,15,80000,USA,Hispanic
41,Male,PhD,Software/Developer,15,148727,UK,Asian
25,Male,Bachelors,Software/Developer,1,60000,China,Korean
47,Male,PhD,Manager/Director/VP,17,170000,Canada,White
49,Male,Masters,Software/Developer,23,182392,UK,Asian
34,Male,Masters,Data Analyst/Scientist,9,125000,Canada,Asian
33,Male,Bachelors,Manager/Director/VP,7,110000,Canada,Asian
23,Female,High School,Software/Developer,1,52807,UK,White
26,Male,High School,Sales,2,31000,UK,Asian
27,Male,High School,Manager/Director/VP,2,40000,China,Korean
29,Male,Bachelors,Software/Developer,6,175000,Australia,White
27,Female,Bachelors,Software/Developer,3,80000,Canada,Asian
33,Female,Masters,Manager/Director/VP,11,198000,USA,Hispanic
27,Male,Bachelors,Software/Developer,1,55000,Australia,Asian
27,Male,Bachelors,Software/Developer,3,75000,Australia,Asian
33,Male,PhD,Data Analyst/Scientist,8,190000,USA,Asian
27,Female,Bachelors,Software/Developer,4,140000,Canada,White
43,Male,Masters,Manager/Director/VP,18,170000,China,Korean
33,Male,Masters,Software/Developer,8,120000,Canada,White
35,Male,Bachelors,Other,8,145000,UK,Mixed
29,Female,Masters,Data Analyst/Scientist,6,180000,USA,Hispanic
49,Female,PhD,Manager/Director/VP,20,200000,UK,Mixed
44,Male,PhD,Data Analyst/Scientist,16,160000,Australia,Asian
29,Female,Masters,Data Analyst/Scientist,6,150000,UK,Welsh
24,Female,High School,Sales,0,25000,USA,Hispanic
23,Male,PhD,Software/Developer,0,52612,UK,White
28,Female,Masters,Data Analyst/Scientist,6,155000,UK,White
44,Female,PhD,Manager/Director/VP,12,120000,China,Chinese
26,Male,High School,Sales,1,26000,Australia,White
39,Female,Masters,Manager/Director/VP,12,150000,USA,Asian
28,Male,Bachelors,Software/Developer,4,65000,UK,White
27,Male,Bachelors,Software/Developer,3,80000,USA,White
38,Male,Masters,Manager/Director/VP,14,195000,UK,White
34,Male,Masters,Data Analyst/Scientist,9,140000,UK,Mixed
27,Female,Bachelors,HR/Human Resources,2,42000,Canada,Black
35,Female,Masters,Data Analyst/Scientist,9,120000,Canada,Black
40,Male,Bachelors,Software/Developer,12,195000,Australia,White
27,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,White
39,Female,Bachelors,Manager/Director/VP,16,200000,Australia,White
40,Male,Masters,Software/Developer,17,151670,Canada,White
35,Male,Bachelors,Data Analyst/Scientist,6,65000,China,Korean
30,Male,Masters,Software/Developer,6,170000,UK,Asian
36,Male,PhD,Data Analyst/Scientist,11,135000,China,Chinese
28,Female,Bachelors,Software/Developer,2,48000,Australia,White
26,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,Asian
25,Male,Bachelors,Data Analyst/Scientist,2,110000,UK,Welsh
31,Male,Masters,Manager/Director/VP,7,90000,Australia,Asian
35,Female,PhD,Manager/Director/VP,12,170000,Canada,Asian
49,Male,PhD,Other,17,195000,Canada,Asian
31,Male,High School,Software/Developer,4,55000,UK,Mixed
27,Male,Bachelors,Software/Developer,3,80000,Australia,Australian
27,Male,Bachelors,Software/Developer,3,80000,USA,Hispanic
45,Male,Masters,Manager/Director/VP,13,130000,Canada,White
36,Female,PhD,Data Analyst/Scientist,13,185000,Canada,White
26,Male,Bachelors,Manager/Director/VP,5,85000,UK,White
27,Female,Masters,Software/Developer,4,73938,Canada,White
33,Male,Bachelors,Software/Developer,5,70000,UK,Mixed
30,Male,Bachelors,Manager/Director/VP,5,70000,UK,Welsh
54,Male,Masters,Other,28,191239,USA,African American
31,Female,PhD,Data Analyst/Scientist,8,120000,China,White
35,Male,PhD,Manager/Director/VP,7,90000,UK,White
27,Male,Bachelors,Software/Developer,4,140000,Canada,Black
28,Male,Masters,Manager/Director/VP,3,130000,Australia,Australian
33,Female,Bachelors,Other,7,130000,UK,Mixed
33,Male,Bachelors,Manager/Director/VP,7,85000,UK,Welsh
36,Male,PhD,Data Analyst/Scientist,12,170000,Canada,White
35,Female,Masters,Data Analyst/Scientist,9,120000,Canada,Asian
35,Female,Masters,Manager/Director/VP,11,160000,Canada,Asian
24,Male,Bachelors,Data Analyst/Scientist,1,55000,UK,Mixed
44,Male,Masters,Software/Developer,18,152168,USA,White
30,Female,Bachelors,Other,5,100000,China,Chinese
24,Male,High School,Sales,1,25000,Australia,Australian
30,Female,Bachelors,Marketing/Social Media,5,90000,Australia,Asian
36,Male,Bachelors,Manager/Director/VP,11,160000,Canada,Asian
25,Male,Bachelors,Data Analyst/Scientist,2,110000,USA,Hispanic
25,Female,Bachelors,Data Analyst/Scientist,2,100000,China,White
43,Male,PhD,Data Analyst/Scientist,16,160000,Canada,Black
33,Female,Bachelors,Other,6,115000,Australia,Australian
25,Male,Bachelors,Software/Developer,1,55000,USA,African American
30,Female,Bachelors,Data Analyst/Scientist,5,145000,Australia,Asian
40,Female,Bachelors,Manager/Director/VP,16,215000,China,White
45,Male,Masters,Manager/Director/VP,13,130000,USA,White
32,Male,Bachelors,Software/Developer,8,190000,Australia,White
30,Female,Masters,Other,6,107906,UK,Mixed
27,Female,Masters,HR/Human Resources,3,50000,Canada,Black
28,Male,Bachelors,Software/Developer,2,70000,China,Korean
24,Female,Bachelors,Software/Developer,1,40000,Australia,Australian
45,Male,PhD,Data Analyst/Scientist,19,190000,Canada,Asian
35,Male,Bachelors,Software/Developer,10,128999,Canada,Black
33,Female,Bachelors,Manager/Director/VP,8,95000,USA,Hispanic
29,Male,Bachelors,Other,6,88552,USA,Hispanic
30,Female,Masters,Other,5,101733,Australia,Australian
38,Male,Masters,Manager/Director/VP,14,195000,China,Chinese
41,Male,PhD,Other,13,185000,Canada,Black
33,Female,Masters,Manager/Director/VP,11,198000,Australia,Australian
39,Male,Masters,HR/Human Resources,10,105000,China,White
28,Male,Bachelors,Software/Developer,4,75000,Australia,Australian
37,Female,Masters,Manager/Director/VP,10,110000,China,White
28,Male,Bachelors,Data Analyst/Scientist,1,35000,UK,Welsh
26,Female,Masters,HR/Human Resources,3,50000,China,Korean
32,Male,Bachelors,Manager/Director/VP,4,65000,China,Chinese
46,Male,PhD,Other,14,180000,Canada,Black
34,Female,Bachelors,Manager/Director/VP,9,99000,UK,Mixed
31,Male,Bachelors,Manager/Director/VP,6,75000,China,Korean
32,Male,Masters,Manager/Director/VP,6,95000,Australia,Asian
46,Male,PhD,Manager/Director/VP,15,150000,Australia,Australian
34,Male,Masters,Software/Developer,9,105000,China,Korean
39,Male,Masters,HR/Human Resources,9,95000,China,White
29,Male,Bachelors,Software/Developer,4,65000,Australia,Asian
31,Male,Bachelors,Software/Developer,5,80000,UK,Mixed
33,Male,Bachelors,Software/Developer,5,70000,Australia,Asian
31,Male,High School,HR/Human Resources,2,35000,China,White
35,Male,Bachelors,Software/Developer,8,140000,Australia,Asian
24,Male,Bachelors,Software/Developer,1,55000,Canada,White
36,Female,PhD,Manager/Director/VP,9,95000,China,Chinese
28,Female,Masters,Software/Developer,3,90000,USA,White
30,Male,Bachelors,Software/Developer,4,65000,China,Korean
30,Male,Masters,Data Analyst/Scientist,6,100000,USA,White
30,Female,Bachelors,Manager/Director/VP,5,90000,USA,Asian
26,Male,Bachelors,Software/Developer,2,60000,UK,Mixed
28,Male,Bachelors,Software/Developer,4,65000,USA,Hispanic
47,Male,PhD,Data Analyst/Scientist,19,190000,UK,White
48,Male,PhD,Data Analyst/Scientist,18,210000,UK,Welsh
23,Female,Bachelors,Software/Developer,1,50000,Canada,Asian
28,Female,Bachelors,Software/Developer,3,80000,USA,African American
21,Female,High School,Sales,0,25000,Australia,Australian
32,Male,Bachelors,Manager/Director/VP,7,120000,UK,Mixed
24,Male,Bachelors,Data Analyst/Scientist,1,55000,UK,White
26,Male,Bachelors,Software/Developer,2,60000,USA,Asian
47,Male,PhD,Software/Developer,14,175000,China,Korean
43,Male,Masters,Software/Developer,19,185000,UK,Mixed
60,Male,PhD,Software/Developer,18,195000,Australia,White
30,Female,Masters,Software/Developer,5,105000,Canada,White
32,Male,Bachelors,Manager/Director/VP,7,120000,Canada,Asian
32,Male,Masters,Data Analyst/Scientist,6,90000,USA,Asian
36,Female,PhD,Data Analyst/Scientist,12,170000,UK,Asian
24,Female,High School,Sales,0,25000,UK,Asian
50,Female,Bachelors,Other,25,177177,Australia,White
27,Female,Bachelors,Manager/Director/VP,4,150000,UK,Welsh
29,Male,Bachelors,Software/Developer,4,80000,Canada,Asian
52,Male,PhD,Software/Developer,26,185982,China,White
47,Male,Masters,Other,25,178859,Canada,White
33,Male,PhD,Manager/Director/VP,10,155000,Canada,Black
32,Male,Masters,Other,8,122354,Canada,White
45,Female,PhD,Data Analyst/Scientist,19,193000,UK,Asian
38,Female,Bachelors,Data Analyst/Scientist,10,110000,Canada,Black
28,Female,Masters,Software/Developer,5,70000,China,Chinese
25,Male,Bachelors,Manager/Director/VP,1,60000,Canada,Black
42,Male,Masters,Manager/Director/VP,14,180000,USA,White
33,Male,Masters,Data Analyst/Scientist,10,195000,Australia,Australian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,Canada,Asian
48,Female,Masters,Manager/Director/VP,20,180000,USA,Hispanic
38,Male,Bachelors,Software/Developer,11,136062,UK,Asian
33,Female,Masters,Manager/Director/VP,9,135000,UK,Welsh
30,Female,PhD,Data Analyst/Scientist,6,100000,USA,Asian
30,Male,Masters,Manager/Director/VP,7,120000,USA,White
32,Male,Bachelors,Manager/Director/VP,6,90000,USA,White
51,Male,Masters,Software/Developer,28,186610,Canada,White
30,Male,Bachelors,Marketing/Social Media,3,45000,Canada,Black
37,Male,Bachelors,Manager/Director/VP,13,160000,Canada,Black
23,Male,PhD,Software/Developer,0,52612,UK,Welsh
27,Female,Bachelors,Software/Developer,1,45000,USA,White
46,Female,PhD,Software/Developer,21,174821,Canada,Asian
28,Female,Bachelors,Software/Developer,2,36000,USA,Asian
28,Male,Bachelors,Product/Designer,3,60000,UK,White
46,Female,Bachelors,Software/Developer,20,139398,China,Chinese
44,Male,PhD,Data Analyst/Scientist,15,150000,China,White
21,Female,High School,Sales,0,25000,Australia,White
27,Female,Masters,Other,3,100000,UK,Mixed
32,Female,PhD,Data Analyst/Scientist,10,193000,Canada,Black
30,Female,Bachelors,Marketing/Social Media,5,90000,UK,Asian
26,Female,Bachelors,Data Analyst/Scientist,3,100000,USA,Asian
26,Male,Bachelors,Data Analyst/Scientist,2,50000,USA,White
30,Male,Bachelors,Manager/Director/VP,6,75000,China,Chinese
29,Female,Bachelors,Manager/Director/VP,6,75000,China,Chinese
36,Male,Bachelors,Financial/Accountant,7,90000,Canada,White
45,Male,Masters,Software/Developer,21,180367,USA,White
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,Welsh
33,Female,Masters,Manager/Director/VP,11,198000,Australia,Asian
51,Female,Masters,Manager/Director/VP,19,190000,Canada,Asian
47,Male,PhD,Software/Developer,15,180000,USA,Asian
28,Female,Masters,Manager/Director/VP,7,110000,USA,White
31,Male,Masters,Other,7,135000,USA,African American
25,Male,Bachelors,Manager/Director/VP,1,60000,China,Korean
29,Male,Bachelors,Data Analyst/Scientist,4,75000,UK,Welsh
26,Male,Bachelors,Other,4,79652,Canada,White
